path,label,class_name,subset,split_id,file_name
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_u_cm_np2_fr_bad_11.avi,4,clap,unused,1,Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_u_cm_np2_fr_bad_11.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_u_cm_np2_fr_med_7.avi,4,clap,unused,1,Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_u_cm_np2_fr_med_7.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/Hand_Clapping_Game__Bim_Bum__clap_f_nm_np2_fr_med_2.avi,4,clap,unused,1,Hand_Clapping_Game__Bim_Bum__clap_f_nm_np2_fr_med_2.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_ri_med_2.avi,4,clap,unused,1,Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_ri_med_2.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_ri_med_5.avi,4,clap,unused,1,Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_ri_med_5.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/LetThePeopleClap_clap_u_cm_np1_fr_med_0.avi,4,clap,unused,1,LetThePeopleClap_clap_u_cm_np1_fr_med_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/LetThePeopleClap_clap_u_cm_np1_fr_med_3.avi,4,clap,unused,1,LetThePeopleClap_clap_u_cm_np1_fr_med_3.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/NotAnotherTeenMovieslowclap_clap_u_cm_np1_fr_med_2.avi,4,clap,unused,1,NotAnotherTeenMovieslowclap_clap_u_cm_np1_fr_med_2.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_clap_u_cm_np1_fr_med_5.avi,4,clap,unused,1,Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_clap_u_cm_np1_fr_med_5.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_cm_np1_fr_bad_16.avi,4,clap,unused,1,The_Slow_Clap_clap_u_cm_np1_fr_bad_16.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_cm_np1_fr_bad_6.avi,4,clap,unused,1,The_Slow_Clap_clap_u_cm_np1_fr_bad_6.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_cm_np1_fr_bad_7.avi,4,clap,unused,1,The_Slow_Clap_clap_u_cm_np1_fr_bad_7.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_cm_np1_fr_med_15.avi,4,clap,unused,1,The_Slow_Clap_clap_u_cm_np1_fr_med_15.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_cm_np2_fr_bad_18.avi,4,clap,unused,1,The_Slow_Clap_clap_u_cm_np2_fr_bad_18.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_nm_np1_fr_bad_19.avi,4,clap,unused,1,The_Slow_Clap_clap_u_nm_np1_fr_bad_19.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_nm_np1_fr_bad_29.avi,4,clap,unused,1,The_Slow_Clap_clap_u_nm_np1_fr_bad_29.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_nm_np1_fr_bad_5.avi,4,clap,unused,1,The_Slow_Clap_clap_u_nm_np1_fr_bad_5.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_nm_np1_fr_med_10.avi,4,clap,unused,1,The_Slow_Clap_clap_u_nm_np1_fr_med_10.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_nm_np1_fr_med_13.avi,4,clap,unused,1,The_Slow_Clap_clap_u_nm_np1_fr_med_13.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_nm_np1_fr_med_30.avi,4,clap,unused,1,The_Slow_Clap_clap_u_nm_np1_fr_med_30.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_nm_np2_fr_med_21.avi,4,clap,unused,1,The_Slow_Clap_clap_u_nm_np2_fr_med_21.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_nm_np2_fr_med_23.avi,4,clap,unused,1,The_Slow_Clap_clap_u_nm_np2_fr_med_23.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_nm_np2_fr_med_28.avi,4,clap,unused,1,The_Slow_Clap_clap_u_nm_np2_fr_med_28.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/The_Slow_Clap_clap_u_nm_np2_fr_med_9.avi,4,clap,unused,1,The_Slow_Clap_clap_u_nm_np2_fr_med_9.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/clap/Wendy_playing_wii_fit_with_clapping_hands_clap_f_cm_np1_le_med_1.avi,4,clap,unused,1,Wendy_playing_wii_fit_with_clapping_hands_clap_f_cm_np1_le_med_1.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/Braune_Stiefel_brown_boots_hot_high_heels_Treppen_steigen_Down-_and_upstairs_climb_stairs_l_cm_np1_ba_med_0.avi,6,climb_stairs,unused,1,Braune_Stiefel_brown_boots_hot_high_heels_Treppen_steigen_Down-_and_upstairs_climb_stairs_l_cm_np1_ba_med_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/Braune_Stiefel_brown_boots_hot_high_heels_Treppen_steigen_Down-_and_upstairs_climb_stairs_l_cm_np1_ba_med_2.avi,6,climb_stairs,unused,1,Braune_Stiefel_brown_boots_hot_high_heels_Treppen_steigen_Down-_and_upstairs_climb_stairs_l_cm_np1_ba_med_2.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/Bruno_Walks_up_Stairs_-_Chicago_Dog_Training_-_We_can_teach_ANYTHING_to_a_dog!!!!_climb_stairs_f_cm_np1_fr_med_0.avi,6,climb_stairs,unused,1,Bruno_Walks_up_Stairs_-_Chicago_Dog_Training_-_We_can_teach_ANYTHING_to_a_dog!!!!_climb_stairs_f_cm_np1_fr_med_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,6,climb_stairs,unused,1,Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/H_I_I_T__Swamis_stairs_with_Max_Wettstein_featuring_Donna_Wettstein_climb_stairs_f_cm_np1_ba_med_6.avi,6,climb_stairs,unused,1,H_I_I_T__Swamis_stairs_with_Max_Wettstein_featuring_Donna_Wettstein_climb_stairs_f_cm_np1_ba_med_6.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/H_I_I_T__Swamis_stairs_with_Max_Wettstein_featuring_Donna_Wettstein_climb_stairs_f_cm_np2_ba_med_0.avi,6,climb_stairs,unused,1,H_I_I_T__Swamis_stairs_with_Max_Wettstein_featuring_Donna_Wettstein_climb_stairs_f_cm_np2_ba_med_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/Increase_stride_length_by_running_stairs__working_step_over_action_speed_development_climb_stairs_f_cm_np1_le_med_0.avi,6,climb_stairs,unused,1,Increase_stride_length_by_running_stairs__working_step_over_action_speed_development_climb_stairs_f_cm_np1_le_med_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/Intense_Cardio_Session-_Stairs_climb_stairs_f_cm_np1_ba_med_1.avi,6,climb_stairs,unused,1,Intense_Cardio_Session-_Stairs_climb_stairs_f_cm_np1_ba_med_1.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/Micah_Lacerte_Running_Stairs___Great_cardio_for_fat_loss_climb_stairs_f_cm_np1_fr_med_0.avi,6,climb_stairs,unused,1,Micah_Lacerte_Running_Stairs___Great_cardio_for_fat_loss_climb_stairs_f_cm_np1_fr_med_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/Piano_stairs__-_TheFunTheory_com_-_Rolighetsteorin_se_climb_stairs_f_nm_np2_ba_med_3.avi,6,climb_stairs,unused,1,Piano_stairs__-_TheFunTheory_com_-_Rolighetsteorin_se_climb_stairs_f_nm_np2_ba_med_3.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/Running_Up_Stairs_climb_stairs_l_nm_np1_ba_med_2.avi,6,climb_stairs,unused,1,Running_Up_Stairs_climb_stairs_l_nm_np1_ba_med_2.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb_stairs/Stadium_Plyometric_Workout_climb_stairs_l_cm_np1_ri_med_1.avi,6,climb_stairs,unused,1,Stadium_Plyometric_Workout_climb_stairs_l_cm_np1_ri_med_1.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb/Bristol_UCR_roof_climb_climb_f_cm_np1_ba_bad_1.avi,5,climb,unused,1,Bristol_UCR_roof_climb_climb_f_cm_np1_ba_bad_1.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb/Climbing_roof_in_TCA_climb_f_cm_np1_ba_med_1.avi,5,climb,unused,1,Climbing_roof_in_TCA_climb_f_cm_np1_ba_med_1.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb/DM_Sportklettern_2006-_Qualifikation_-_Andreas_Bindhammer_climb_f_cm_np1_ba_med_0.avi,5,climb,unused,1,DM_Sportklettern_2006-_Qualifikation_-_Andreas_Bindhammer_climb_f_cm_np1_ba_med_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb/Dan_Osman_-_Speed_rock_climbing_climb_f_cm_np1_le_bad_2.avi,5,climb,unused,1,Dan_Osman_-_Speed_rock_climbing_climb_f_cm_np1_le_bad_2.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb/India_Monkey_King_scales_new_heights_climb_f_cm_np1_ba_med_3.avi,5,climb,unused,1,India_Monkey_King_scales_new_heights_climb_f_cm_np1_ba_med_3.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb/Lead_Climbing_Roof_at_Stoneworks_climb_f_cm_np1_ba_goo_0.avi,5,climb,unused,1,Lead_Climbing_Roof_at_Stoneworks_climb_f_cm_np1_ba_goo_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb/Mexican_Climbing_Fence_climb_f_cm_np1_ba_med_3.avi,5,climb,unused,1,Mexican_Climbing_Fence_climb_f_cm_np1_ba_med_3.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/climb/Rock_Climbing_Nationals_08_Emily_Harrington_and_Lauren_Lee_climb_f_cm_np1_ba_med_2.avi,5,climb,unused,1,Rock_Climbing_Nationals_08_Emily_Harrington_and_Lauren_Lee_climb_f_cm_np1_ba_med_2.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/50_FIRST_DATES_dive_f_cm_np1_ri_bad_35.avi,7,dive,unused,1,50_FIRST_DATES_dive_f_cm_np1_ri_bad_35.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/96_Meter_Bungy-Jump__Jauntal_02_dive_f_cm_np1_ri_bad_0.avi,7,dive,unused,1,96_Meter_Bungy-Jump__Jauntal_02_dive_f_cm_np1_ri_bad_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/BASE_JUMPING_COMPILATION_PART_3_AMAZING!!!!!!!_dive_f_cm_np1_fr_bad_5.avi,7,dive,unused,1,BASE_JUMPING_COMPILATION_PART_3_AMAZING!!!!!!!_dive_f_cm_np1_fr_bad_5.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/BASE_JUMPING_COMPILATION_PART_3_AMAZING!!!!!!!_dive_f_cm_np1_le_bad_0.avi,7,dive,unused,1,BASE_JUMPING_COMPILATION_PART_3_AMAZING!!!!!!!_dive_f_cm_np1_le_bad_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/BASE_Jumping_Compilation_-_Brilliant_dive_f_cm_np1_le_bad_1.avi,7,dive,unused,1,BASE_Jumping_Compilation_-_Brilliant_dive_f_cm_np1_le_bad_1.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/BASE_Jumping_Compilation_-_Brilliant_dive_l_cm_np1_ba_bad_2.avi,7,dive,unused,1,BASE_Jumping_Compilation_-_Brilliant_dive_l_cm_np1_ba_bad_2.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/BASE_Jumping_Compilation_-_Brilliant_dive_u_cm_np1_ri_bad_6.avi,7,dive,unused,1,BASE_Jumping_Compilation_-_Brilliant_dive_u_cm_np1_ri_bad_6.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Basejumping_Compilation_Part_3_dive_f_cm_np1_le_bad_0.avi,7,dive,unused,1,Basejumping_Compilation_Part_3_dive_f_cm_np1_le_bad_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Bungee_Jumping_in_Switzerland_-__Compilation_Part_2_dive_f_cm_np1_fr_bad_1.avi,7,dive,unused,1,Bungee_Jumping_in_Switzerland_-__Compilation_Part_2_dive_f_cm_np1_fr_bad_1.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/BungyjumpingAJHackettNewZealand_dive_f_cm_np1_ri_bad_0.avi,7,dive,unused,1,BungyjumpingAJHackettNewZealand_dive_f_cm_np1_ri_bad_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Der_K_pfer_dive_f_cm_np1_le_bad_0.avi,7,dive,unused,1,Der_K_pfer_dive_f_cm_np1_le_bad_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Extreme_Cliffdiving_dive_f_cm_np1_le_bad_3.avi,7,dive,unused,1,Extreme_Cliffdiving_dive_f_cm_np1_le_bad_3.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Faith_Rewarded_dive_f_cm_np1_le_med_31.avi,7,dive,unused,1,Faith_Rewarded_dive_f_cm_np1_le_med_31.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/GoalKeeper_Training_2_dive_f_cm_np1_ba_bad_7.avi,7,dive,unused,1,GoalKeeper_Training_2_dive_f_cm_np1_ba_bad_7.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/GoalKeeper_Training_2_dive_f_cm_np1_le_bad_0.avi,7,dive,unused,1,GoalKeeper_Training_2_dive_f_cm_np1_le_bad_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/GoalKeeper_Training_2_dive_f_cm_np1_le_bad_12.avi,7,dive,unused,1,GoalKeeper_Training_2_dive_f_cm_np1_le_bad_12.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/GoalKeeper_Training_2_dive_f_cm_np1_ri_bad_1.avi,7,dive,unused,1,GoalKeeper_Training_2_dive_f_cm_np1_ri_bad_1.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_0.avi,7,dive,unused,1,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_1.avi,7,dive,unused,1,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_1.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Parkour_Dive_dive_f_cm_np1_le_bad_0.avi,7,dive,unused,1,Parkour_Dive_dive_f_cm_np1_le_bad_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Pirates_1_dive_f_nm_np1_ba_bad_7.avi,7,dive,unused,1,Pirates_1_dive_f_nm_np1_ba_bad_7.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Pirates_3_dive_f_cm_np1_fr_bad_2.avi,7,dive,unused,1,Pirates_3_dive_f_cm_np1_fr_bad_2.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/RATRACE_dive_f_cm_np1_ba_bad_41.avi,7,dive,unused,1,RATRACE_dive_f_cm_np1_ba_bad_41.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Return_of_the_King_1_dive_f_cm_np1_fr_bad_11.avi,7,dive,unused,1,Return_of_the_King_1_dive_f_cm_np1_fr_bad_11.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/Stadtparksee_hamburg_schwimm_k_pfer_robert_sommer_dive_f_cm_np1_ba_bad_0.avi,7,dive,unused,1,Stadtparksee_hamburg_schwimm_k_pfer_robert_sommer_dive_f_cm_np1_ba_bad_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/base_jumping_compilation_3_FMJ_dive_f_cm_np1_ba_bad_3.avi,7,dive,unused,1,base_jumping_compilation_3_FMJ_dive_f_cm_np1_ba_bad_3.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/dive/bungee_jumping_compilation_dive_f_cm_np1_ri_med_1.avi,7,dive,unused,1,bungee_jumping_compilation_dive_f_cm_np1_ri_med_1.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/draw_sword/Iaido_13_katas_draw_sword_f_nm_np1_fr_med_9.avi,8,draw_sword,unused,1,Iaido_13_katas_draw_sword_f_nm_np1_fr_med_9.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/draw_sword/Muso_Jikiden_Eishinryu_in_Guldental_draw_sword_f_cm_np1_le_med_0.avi,8,draw_sword,unused,1,Muso_Jikiden_Eishinryu_in_Guldental_draw_sword_f_cm_np1_le_med_0.avi
/Users/linshenhao/Desktop/Deep Learning /HMDB project/dataset/hmdb51/draw_sword/Two_Towers_6_draw_sword_h_nm_np1_ri_med_1.avi,8,draw_sword,unused,1,Two_Towers_6_draw_sword_h_nm_np1_ri_med_1.avi
